"congener","Average_Sampling_Rate","SD_Sampling_Rate","CV_Sampling_Rate"
"PCB159",3.3715,3.50512831434172,103.963467724802
"PCB164",3.12442857142857,2.71581122669592,86.921853536059
"PCB167",2.4238,2.11438459131729,87.2342846487868
"PCB170",5.51,3.42401323984979,62.1418010862031
"PCB171.173",3.02783333333333,1.94481982884448,64.2314029452682
"PCB172",4.53333333333333,2.91657904630293,64.3363024919765
"PCB174",2.991,1.81152256403281,60.5657828162089
"PCB175",3.328,2.93347541322575,88.1452948685623
"PCB176",2.48166666666667,1.8770446629387,75.6364538457503
"PCB177",3.0346,2.16992068979491,71.5059872732784
"PCB178",3.15057142857143,2.33993638497167,74.2702217049138
"PCB179",2.2635,1.75996065296926,77.7539497667004
"PCB180.193",3.34,2.74764444570254,82.264803763549
"PCB183",3.46371428571429,2.73193275382623,78.8729245103671
"PCB185",3.41,3.39411254969543,99.5340923664348
"PCB187",3.29866666666667,2.8631847070468,86.7982429379588
"PCB190",6.065,3.42946788875476,56.5452248764181
"PCB195",8.4,5.939696961967,70.7106781186547
"PCB196",5.68666666666667,5.45157163883346,95.8658553136013
"PCB198.199",6.545,4.87196572237531,74.4379789514945
"PCB200",7.95,6.31486341895056,79.4322442635291
"PCB201",4.395,4.00574171242564,91.1431561416527
"PCB202",4.355,4.05903518913875,93.2040227127153
"PCB203",6.925,5.33865619795843,77.092508273768
"PCB206",3.431,4.00797754484728,116.816599966403
