"congener","Average_Sampling_Rate","SD_Sampling_Rate","CV_Sampling_Rate"
NA,NA,NA,NA
NA,NA,NA,NA
"PCB144",1.72071428571429,1.22897799197622,71.4225483091204
"PCB145",1.28916666666667,0.928669460393022,72.0364158029493
"PCB146",2.26657142857143,1.76799197369434,78.0029233320333
"PCB147.149",1.87128571428571,1.35891558657209,72.6193534315951
"PCB148",1.576,1.30499374200288,82.8041714468829
"PCB150",1.293,0.946946144191949,73.2363607263689
"PCB152",1.17242857142857,0.833830090034906,71.1199053277
"PCB153.168",2.42157142857143,1.87654930276673,77.4930394629643
"PCB154",1.55314285714286,1.18481340704932,76.2848955973622
"PCB156.157",4.468,4.67847496519966,104.710719901514
"PCB158",2.86383333333333,2.59157792988493,90.4933223494709
"PCB159",5.141,3.94161806876313,76.6702600420761
"PCB162",5.24733333333333,4.49165463201851,85.5988050822991
"PCB164",3.12442857142857,2.71581122669592,86.921853536059
"PCB165",2.6285,3.09924902194064,117.90941685146
"PCB167",3.86983333333333,4.01529228907021,103.75879122452
"PCB169",8.675,4.1365746699413,47.6838578667585
"PCB170",8.048,6.40313360785171,79.5617993023323
"PCB171.173",4.181,3.52994197308303,84.42817443394
"PCB172",6.525,4.64089431036735,71.1248170171241
"PCB174",4.09228571428571,3.35029698754631,81.8685991511003
"PCB175",3.328,2.93347541322575,88.1452948685623
"PCB176",2.46285714285714,1.71422202262634,69.602982357218
"PCB177",4.32883333333333,3.71713386450726,85.8691841028897
"PCB178",3.15057142857143,2.33993638497167,74.2702217049138
"PCB179",2.2635,1.75996065296926,77.7539497667004
"PCB180.193",5.26666666666667,5.32089340869244,101.029621684034
"PCB183",3.46371428571429,2.73193275382623,78.8729245103671
"PCB185",5.64,4.54738386327787,80.6273734623737
"PCB187",3.29885714285714,2.61371813250597,79.2310190868776
NA,NA,NA,NA
"PCB190",7.7575,5.74062932090202,74.001022505988
"PCB191",6.66333333333333,4.83907360280181,72.622415249652
"PCB194",18.55,6.57609306503489,35.4506364691908
"PCB195",9.3075,7.87355648145529,84.5936769428449
"PCB196",9.64,9.07350354971368,94.1234808061585
"PCB197",1.1155,0.586191521603648,52.5496657645583
"PCB198.199",10.5633333333333,7.7658890884002,73.5174101142335
"PCB200",7.95,6.31486341895056,79.4322442635291
"PCB201",4.395,4.00574171242564,91.1431561416527
"PCB202",4.355,4.05903518913875,93.2040227127153
"PCB203",8.5575,7.97683468969156,93.2145450153849
"PCB206",5.9048,6.5304169239031,110.595056968959
"PCB207",1.235,0.502045814642449,40.6514829669999
"PCB208",8.62,7.24405963531499,84.0378147948375
NA,NA,NA,NA
